familia_o_par,archivo_1,archivo_2,pilar,similitud_jaccard,estado_umbral,observacion
Par intra-pilar P16: JEV-P16-006 vs JEV-P16-017,JEV-P16-006,JEV-P16-017,P16,0.3152,APROBADO (<0.50),Shingles compartidos: 267 de 847 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-006 vs JEV-P16-018,JEV-P16-006,JEV-P16-018,P16,0.3104,APROBADO (<0.50),Shingles compartidos: 271 de 873 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-006 vs JEV-P16-019,JEV-P16-006,JEV-P16-019,P16,0.3072,APROBADO (<0.50),Shingles compartidos: 266 de 866 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-006 vs JEV-P16-020,JEV-P16-006,JEV-P16-020,P16,0.3180,APROBADO (<0.50),Shingles compartidos: 270 de 849 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-007 vs JEV-P16-008,JEV-P16-007,JEV-P16-008,P16,0.3313,APROBADO (<0.50),Shingles compartidos: 271 de 818 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-007 vs JEV-P16-009,JEV-P16-007,JEV-P16-009,P16,0.3265,APROBADO (<0.50),Shingles compartidos: 269 de 824 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-007 vs JEV-P16-010,JEV-P16-007,JEV-P16-010,P16,0.3249,APROBADO (<0.50),Shingles compartidos: 269 de 828 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-007 vs JEV-P16-011,JEV-P16-007,JEV-P16-011,P16,0.3253,APROBADO (<0.50),Shingles compartidos: 270 de 830 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-007 vs JEV-P16-012,JEV-P16-007,JEV-P16-012,P16,0.3245,APROBADO (<0.50),Shingles compartidos: 269 de 829 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-007 vs JEV-P16-013,JEV-P16-007,JEV-P16-013,P16,0.3313,APROBADO (<0.50),Shingles compartidos: 275 de 830 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-007 vs JEV-P16-014,JEV-P16-007,JEV-P16-014,P16,0.3161,APROBADO (<0.50),Shingles compartidos: 269 de 851 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-007 vs JEV-P16-015,JEV-P16-007,JEV-P16-015,P16,0.3176,APROBADO (<0.50),Shingles compartidos: 269 de 847 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-007 vs JEV-P16-016,JEV-P16-007,JEV-P16-016,P16,0.3222,APROBADO (<0.50),Shingles compartidos: 270 de 838 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-007 vs JEV-P16-017,JEV-P16-007,JEV-P16-017,P16,0.3229,APROBADO (<0.50),Shingles compartidos: 268 de 830 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-007 vs JEV-P16-018,JEV-P16-007,JEV-P16-018,P16,0.3178,APROBADO (<0.50),Shingles compartidos: 272 de 856 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-007 vs JEV-P16-019,JEV-P16-007,JEV-P16-019,P16,0.3129,APROBADO (<0.50),Shingles compartidos: 266 de 850 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-007 vs JEV-P16-020,JEV-P16-007,JEV-P16-020,P16,0.3225,APROBADO (<0.50),Shingles compartidos: 269 de 834 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-008 vs JEV-P16-009,JEV-P16-008,JEV-P16-009,P16,0.3253,APROBADO (<0.50),Shingles compartidos: 271 de 833 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-008 vs JEV-P16-010,JEV-P16-008,JEV-P16-010,P16,0.3190,APROBADO (<0.50),Shingles compartidos: 268 de 840 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-008 vs JEV-P16-011,JEV-P16-008,JEV-P16-011,P16,0.3226,APROBADO (<0.50),Shingles compartidos: 271 de 840 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-008 vs JEV-P16-012,JEV-P16-008,JEV-P16-012,P16,0.3202,APROBADO (<0.50),Shingles compartidos: 269 de 840 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-008 vs JEV-P16-013,JEV-P16-008,JEV-P16-013,P16,0.3176,APROBADO (<0.50),Shingles compartidos: 269 de 847 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-008 vs JEV-P16-014,JEV-P16-008,JEV-P16-014,P16,0.3121,APROBADO (<0.50),Shingles compartidos: 269 de 862 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-008 vs JEV-P16-015,JEV-P16-008,JEV-P16-015,P16,0.3151,APROBADO (<0.50),Shingles compartidos: 270 de 857 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-008 vs JEV-P16-016,JEV-P16-008,JEV-P16-016,P16,0.3180,APROBADO (<0.50),Shingles compartidos: 270 de 849 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-008 vs JEV-P16-017,JEV-P16-008,JEV-P16-017,P16,0.3187,APROBADO (<0.50),Shingles compartidos: 268 de 841 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-008 vs JEV-P16-018,JEV-P16-008,JEV-P16-018,P16,0.3107,APROBADO (<0.50),Shingles compartidos: 270 de 869 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-008 vs JEV-P16-019,JEV-P16-008,JEV-P16-019,P16,0.3105,APROBADO (<0.50),Shingles compartidos: 267 de 860 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-008 vs JEV-P16-020,JEV-P16-008,JEV-P16-020,P16,0.3199,APROBADO (<0.50),Shingles compartidos: 270 de 844 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-009 vs JEV-P16-010,JEV-P16-009,JEV-P16-010,P16,0.3144,APROBADO (<0.50),Shingles compartidos: 266 de 846 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-009 vs JEV-P16-011,JEV-P16-009,JEV-P16-011,P16,0.3164,APROBADO (<0.50),Shingles compartidos: 268 de 847 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-009 vs JEV-P16-012,JEV-P16-009,JEV-P16-012,P16,0.3156,APROBADO (<0.50),Shingles compartidos: 267 de 846 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-009 vs JEV-P16-013,JEV-P16-009,JEV-P16-013,P16,0.3130,APROBADO (<0.50),Shingles compartidos: 267 de 853 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-009 vs JEV-P16-014,JEV-P16-009,JEV-P16-014,P16,0.3137,APROBADO (<0.50),Shingles compartidos: 271 de 864 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-009 vs JEV-P16-015,JEV-P16-009,JEV-P16-015,P16,0.3090,APROBADO (<0.50),Shingles compartidos: 267 de 864 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-009 vs JEV-P16-016,JEV-P16-009,JEV-P16-016,P16,0.3135,APROBADO (<0.50),Shingles compartidos: 268 de 855 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-009 vs JEV-P16-017,JEV-P16-009,JEV-P16-017,P16,0.3203,APROBADO (<0.50),Shingles compartidos: 270 de 843 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-009 vs JEV-P16-018,JEV-P16-009,JEV-P16-018,P16,0.3063,APROBADO (<0.50),Shingles compartidos: 268 de 875 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-009 vs JEV-P16-019,JEV-P16-009,JEV-P16-019,P16,0.3105,APROBADO (<0.50),Shingles compartidos: 268 de 863 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-009 vs JEV-P16-020,JEV-P16-009,JEV-P16-020,P16,0.3200,APROBADO (<0.50),Shingles compartidos: 271 de 847 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-010 vs JEV-P16-011,JEV-P16-010,JEV-P16-011,P16,0.3149,APROBADO (<0.50),Shingles compartidos: 268 de 851 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-010 vs JEV-P16-012,JEV-P16-010,JEV-P16-012,P16,0.3172,APROBADO (<0.50),Shingles compartidos: 269 de 848 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-010 vs JEV-P16-013,JEV-P16-010,JEV-P16-013,P16,0.3208,APROBADO (<0.50),Shingles compartidos: 273 de 851 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-010 vs JEV-P16-014,JEV-P16-010,JEV-P16-014,P16,0.3047,APROBADO (<0.50),Shingles compartidos: 266 de 873 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-010 vs JEV-P16-015,JEV-P16-010,JEV-P16-015,P16,0.3152,APROBADO (<0.50),Shingles compartidos: 272 de 863 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-010 vs JEV-P16-016,JEV-P16-010,JEV-P16-016,P16,0.3135,APROBADO (<0.50),Shingles compartidos: 269 de 858 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-010 vs JEV-P16-017,JEV-P16-010,JEV-P16-017,P16,0.3141,APROBADO (<0.50),Shingles compartidos: 267 de 850 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-010 vs JEV-P16-018,JEV-P16-010,JEV-P16-018,P16,0.3079,APROBADO (<0.50),Shingles compartidos: 270 de 877 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-010 vs JEV-P16-019,JEV-P16-010,JEV-P16-019,P16,0.3152,APROBADO (<0.50),Shingles compartidos: 272 de 863 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-010 vs JEV-P16-020,JEV-P16-010,JEV-P16-020,P16,0.3107,APROBADO (<0.50),Shingles compartidos: 266 de 856 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-011 vs JEV-P16-012,JEV-P16-011,JEV-P16-012,P16,0.3161,APROBADO (<0.50),Shingles compartidos: 269 de 851 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-011 vs JEV-P16-013,JEV-P16-011,JEV-P16-013,P16,0.3135,APROBADO (<0.50),Shingles compartidos: 269 de 858 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-011 vs JEV-P16-014,JEV-P16-011,JEV-P16-014,P16,0.3066,APROBADO (<0.50),Shingles compartidos: 268 de 874 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-011 vs JEV-P16-015,JEV-P16-011,JEV-P16-015,P16,0.3096,APROBADO (<0.50),Shingles compartidos: 269 de 869 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-011 vs JEV-P16-016,JEV-P16-011,JEV-P16-016,P16,0.3124,APROBADO (<0.50),Shingles compartidos: 269 de 861 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-011 vs JEV-P16-017,JEV-P16-011,JEV-P16-017,P16,0.3130,APROBADO (<0.50),Shingles compartidos: 267 de 853 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-011 vs JEV-P16-018,JEV-P16-011,JEV-P16-018,P16,0.3053,APROBADO (<0.50),Shingles compartidos: 269 de 881 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-011 vs JEV-P16-019,JEV-P16-011,JEV-P16-019,P16,0.3050,APROBADO (<0.50),Shingles compartidos: 266 de 872 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-011 vs JEV-P16-020,JEV-P16-011,JEV-P16-020,P16,0.3127,APROBADO (<0.50),Shingles compartidos: 268 de 857 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-012 vs JEV-P16-013,JEV-P16-012,JEV-P16-013,P16,0.3127,APROBADO (<0.50),Shingles compartidos: 268 de 857 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-012 vs JEV-P16-014,JEV-P16-012,JEV-P16-014,P16,0.3103,APROBADO (<0.50),Shingles compartidos: 270 de 870 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-012 vs JEV-P16-015,JEV-P16-012,JEV-P16-015,P16,0.3088,APROBADO (<0.50),Shingles compartidos: 268 de 868 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-012 vs JEV-P16-016,JEV-P16-012,JEV-P16-016,P16,0.3116,APROBADO (<0.50),Shingles compartidos: 268 de 860 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-012 vs JEV-P16-017,JEV-P16-012,JEV-P16-017,P16,0.3153,APROBADO (<0.50),Shingles compartidos: 268 de 850 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-012 vs JEV-P16-018,JEV-P16-012,JEV-P16-018,P16,0.3045,APROBADO (<0.50),Shingles compartidos: 268 de 880 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-012 vs JEV-P16-019,JEV-P16-012,JEV-P16-019,P16,0.3072,APROBADO (<0.50),Shingles compartidos: 267 de 869 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-012 vs JEV-P16-020,JEV-P16-012,JEV-P16-020,P16,0.3119,APROBADO (<0.50),Shingles compartidos: 267 de 856 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-013 vs JEV-P16-014,JEV-P16-013,JEV-P16-014,P16,0.3034,APROBADO (<0.50),Shingles compartidos: 267 de 880 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-013 vs JEV-P16-015,JEV-P16-013,JEV-P16-015,P16,0.3138,APROBADO (<0.50),Shingles compartidos: 273 de 870 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-013 vs JEV-P16-016,JEV-P16-013,JEV-P16-016,P16,0.3091,APROBADO (<0.50),Shingles compartidos: 268 de 867 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-013 vs JEV-P16-017,JEV-P16-013,JEV-P16-017,P16,0.3097,APROBADO (<0.50),Shingles compartidos: 266 de 859 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-013 vs JEV-P16-018,JEV-P16-013,JEV-P16-018,P16,0.3051,APROBADO (<0.50),Shingles compartidos: 270 de 885 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-013 vs JEV-P16-019,JEV-P16-013,JEV-P16-019,P16,0.3093,APROBADO (<0.50),Shingles compartidos: 270 de 873 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-013 vs JEV-P16-020,JEV-P16-013,JEV-P16-020,P16,0.3094,APROBADO (<0.50),Shingles compartidos: 267 de 863 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-014 vs JEV-P16-015,JEV-P16-014,JEV-P16-015,P16,0.2997,APROBADO (<0.50),Shingles compartidos: 267 de 891 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-014 vs JEV-P16-016,JEV-P16-014,JEV-P16-016,P16,0.3039,APROBADO (<0.50),Shingles compartidos: 268 de 882 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-014 vs JEV-P16-017,JEV-P16-014,JEV-P16-017,P16,0.3119,APROBADO (<0.50),Shingles compartidos: 271 de 869 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-014 vs JEV-P16-018,JEV-P16-014,JEV-P16-018,P16,0.2971,APROBADO (<0.50),Shingles compartidos: 268 de 902 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-014 vs JEV-P16-019,JEV-P16-014,JEV-P16-019,P16,0.3011,APROBADO (<0.50),Shingles compartidos: 268 de 890 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-014 vs JEV-P16-020,JEV-P16-014,JEV-P16-020,P16,0.3116,APROBADO (<0.50),Shingles compartidos: 272 de 873 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-015 vs JEV-P16-016,JEV-P16-015,JEV-P16-016,P16,0.3052,APROBADO (<0.50),Shingles compartidos: 268 de 878 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-015 vs JEV-P16-017,JEV-P16-015,JEV-P16-017,P16,0.3088,APROBADO (<0.50),Shingles compartidos: 268 de 868 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-015 vs JEV-P16-018,JEV-P16-015,JEV-P16-018,P16,0.2984,APROBADO (<0.50),Shingles compartidos: 268 de 898 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-015 vs JEV-P16-019,JEV-P16-015,JEV-P16-019,P16,0.3054,APROBADO (<0.50),Shingles compartidos: 270 de 884 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-015 vs JEV-P16-020,JEV-P16-015,JEV-P16-020,P16,0.3055,APROBADO (<0.50),Shingles compartidos: 267 de 874 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-016 vs JEV-P16-017,JEV-P16-016,JEV-P16-017,P16,0.3101,APROBADO (<0.50),Shingles compartidos: 267 de 861 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-016 vs JEV-P16-018,JEV-P16-016,JEV-P16-018,P16,0.3041,APROBADO (<0.50),Shingles compartidos: 270 de 888 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-016 vs JEV-P16-019,JEV-P16-016,JEV-P16-019,P16,0.3038,APROBADO (<0.50),Shingles compartidos: 267 de 879 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-016 vs JEV-P16-020,JEV-P16-016,JEV-P16-020,P16,0.3098,APROBADO (<0.50),Shingles compartidos: 268 de 865 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-017 vs JEV-P16-018,JEV-P16-017,JEV-P16-018,P16,0.3031,APROBADO (<0.50),Shingles compartidos: 267 de 881 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-017 vs JEV-P16-019,JEV-P16-017,JEV-P16-019,P16,0.3103,APROBADO (<0.50),Shingles compartidos: 269 de 867 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-017 vs JEV-P16-020,JEV-P16-017,JEV-P16-020,P16,0.3196,APROBADO (<0.50),Shingles compartidos: 272 de 851 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-018 vs JEV-P16-019,JEV-P16-018,JEV-P16-019,P16,0.2941,APROBADO (<0.50),Shingles compartidos: 265 de 901 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-018 vs JEV-P16-020,JEV-P16-018,JEV-P16-020,P16,0.3028,APROBADO (<0.50),Shingles compartidos: 268 de 885 totales en ventana 5-gram.
Par intra-pilar P16: JEV-P16-019 vs JEV-P16-020,JEV-P16-019,JEV-P16-020,P16,0.3085,APROBADO (<0.50),Shingles compartidos: 269 de 872 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-001 vs JEV-P17-002,JEV-P17-001,JEV-P17-002,P17,0.2895,APROBADO (<0.50),Shingles compartidos: 271 de 936 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-001 vs JEV-P17-003,JEV-P17-001,JEV-P17-003,P17,0.2985,APROBADO (<0.50),Shingles compartidos: 271 de 908 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-001 vs JEV-P17-004,JEV-P17-001,JEV-P17-004,P17,0.2973,APROBADO (<0.50),Shingles compartidos: 275 de 925 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-001 vs JEV-P17-005,JEV-P17-001,JEV-P17-005,P17,0.2949,APROBADO (<0.50),Shingles compartidos: 271 de 919 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-001 vs JEV-P17-006,JEV-P17-001,JEV-P17-006,P17,0.3008,APROBADO (<0.50),Shingles compartidos: 271 de 901 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-001 vs JEV-P17-007,JEV-P17-001,JEV-P17-007,P17,0.2947,APROBADO (<0.50),Shingles compartidos: 275 de 933 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-001 vs JEV-P17-008,JEV-P17-001,JEV-P17-008,P17,0.2925,APROBADO (<0.50),Shingles compartidos: 270 de 923 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-001 vs JEV-P17-009,JEV-P17-001,JEV-P17-009,P17,0.2883,APROBADO (<0.50),Shingles compartidos: 273 de 947 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-001 vs JEV-P17-010,JEV-P17-001,JEV-P17-010,P17,0.2976,APROBADO (<0.50),Shingles compartidos: 272 de 914 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-001 vs JEV-P17-011,JEV-P17-001,JEV-P17-011,P17,0.2842,APROBADO (<0.50),Shingles compartidos: 270 de 950 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-001 vs JEV-P17-012,JEV-P17-001,JEV-P17-012,P17,0.2817,APROBADO (<0.50),Shingles compartidos: 269 de 955 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-001 vs JEV-P17-013,JEV-P17-001,JEV-P17-013,P17,0.2888,APROBADO (<0.50),Shingles compartidos: 270 de 935 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-001 vs JEV-P17-014,JEV-P17-001,JEV-P17-014,P17,0.2896,APROBADO (<0.50),Shingles compartidos: 274 de 946 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-001 vs JEV-P17-015,JEV-P17-001,JEV-P17-015,P17,0.2935,APROBADO (<0.50),Shingles compartidos: 273 de 930 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-001 vs JEV-P17-016,JEV-P17-001,JEV-P17-016,P17,0.2960,APROBADO (<0.50),Shingles compartidos: 275 de 929 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-001 vs JEV-P17-017,JEV-P17-001,JEV-P17-017,P17,0.2968,APROBADO (<0.50),Shingles compartidos: 276 de 930 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-001 vs JEV-P17-018,JEV-P17-001,JEV-P17-018,P17,0.2968,APROBADO (<0.50),Shingles compartidos: 276 de 930 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-001 vs JEV-P17-019,JEV-P17-001,JEV-P17-019,P17,0.2896,APROBADO (<0.50),Shingles compartidos: 274 de 946 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-001 vs JEV-P17-020,JEV-P17-001,JEV-P17-020,P17,0.2916,APROBADO (<0.50),Shingles compartidos: 275 de 943 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-002 vs JEV-P17-003,JEV-P17-002,JEV-P17-003,P17,0.3023,APROBADO (<0.50),Shingles compartidos: 273 de 903 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-002 vs JEV-P17-004,JEV-P17-002,JEV-P17-004,P17,0.2913,APROBADO (<0.50),Shingles compartidos: 270 de 927 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-002 vs JEV-P17-005,JEV-P17-002,JEV-P17-005,P17,0.3015,APROBADO (<0.50),Shingles compartidos: 275 de 912 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-002 vs JEV-P17-006,JEV-P17-002,JEV-P17-006,P17,0.3047,APROBADO (<0.50),Shingles compartidos: 273 de 896 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-002 vs JEV-P17-007,JEV-P17-002,JEV-P17-007,P17,0.2901,APROBADO (<0.50),Shingles compartidos: 271 de 934 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-002 vs JEV-P17-008,JEV-P17-002,JEV-P17-008,P17,0.2991,APROBADO (<0.50),Shingles compartidos: 274 de 916 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-002 vs JEV-P17-009,JEV-P17-002,JEV-P17-009,P17,0.2851,APROBADO (<0.50),Shingles compartidos: 270 de 947 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-002 vs JEV-P17-010,JEV-P17-002,JEV-P17-010,P17,0.3000,APROBADO (<0.50),Shingles compartidos: 273 de 910 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-002 vs JEV-P17-011,JEV-P17-002,JEV-P17-011,P17,0.2906,APROBADO (<0.50),Shingles compartidos: 274 de 943 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-002 vs JEV-P17-012,JEV-P17-002,JEV-P17-012,P17,0.2880,APROBADO (<0.50),Shingles compartidos: 273 de 948 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-002 vs JEV-P17-013,JEV-P17-002,JEV-P17-013,P17,0.2939,APROBADO (<0.50),Shingles compartidos: 273 de 929 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-002 vs JEV-P17-014,JEV-P17-002,JEV-P17-014,P17,0.2865,APROBADO (<0.50),Shingles compartidos: 271 de 946 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-002 vs JEV-P17-015,JEV-P17-002,JEV-P17-015,P17,0.2945,APROBADO (<0.50),Shingles compartidos: 273 de 927 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-002 vs JEV-P17-016,JEV-P17-002,JEV-P17-016,P17,0.2914,APROBADO (<0.50),Shingles compartidos: 271 de 930 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-002 vs JEV-P17-017,JEV-P17-002,JEV-P17-017,P17,0.2963,APROBADO (<0.50),Shingles compartidos: 275 de 928 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-002 vs JEV-P17-018,JEV-P17-002,JEV-P17-018,P17,0.2908,APROBADO (<0.50),Shingles compartidos: 271 de 932 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-002 vs JEV-P17-019,JEV-P17-002,JEV-P17-019,P17,0.2878,APROBADO (<0.50),Shingles compartidos: 272 de 945 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-002 vs JEV-P17-020,JEV-P17-002,JEV-P17-020,P17,0.2857,APROBADO (<0.50),Shingles compartidos: 270 de 945 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-003 vs JEV-P17-004,JEV-P17-003,JEV-P17-004,P17,0.3003,APROBADO (<0.50),Shingles compartidos: 270 de 899 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-003 vs JEV-P17-005,JEV-P17-003,JEV-P17-005,P17,0.3067,APROBADO (<0.50),Shingles compartidos: 272 de 887 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-003 vs JEV-P17-006,JEV-P17-003,JEV-P17-006,P17,0.3191,APROBADO (<0.50),Shingles compartidos: 276 de 865 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-003 vs JEV-P17-007,JEV-P17-003,JEV-P17-007,P17,0.3020,APROBADO (<0.50),Shingles compartidos: 273 de 904 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-003 vs JEV-P17-008,JEV-P17-003,JEV-P17-008,P17,0.3100,APROBADO (<0.50),Shingles compartidos: 275 de 887 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-003 vs JEV-P17-009,JEV-P17-003,JEV-P17-009,P17,0.2924,APROBADO (<0.50),Shingles compartidos: 269 de 920 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-003 vs JEV-P17-010,JEV-P17-003,JEV-P17-010,P17,0.3110,APROBADO (<0.50),Shingles compartidos: 274 de 881 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-003 vs JEV-P17-011,JEV-P17-003,JEV-P17-011,P17,0.2966,APROBADO (<0.50),Shingles compartidos: 272 de 917 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-003 vs JEV-P17-012,JEV-P17-003,JEV-P17-012,P17,0.2953,APROBADO (<0.50),Shingles compartidos: 272 de 921 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-003 vs JEV-P17-013,JEV-P17-003,JEV-P17-013,P17,0.3016,APROBADO (<0.50),Shingles compartidos: 272 de 902 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-003 vs JEV-P17-014,JEV-P17-003,JEV-P17-014,P17,0.2952,APROBADO (<0.50),Shingles compartidos: 271 de 918 totales en ventana 5-gram.
